12,0.000303,3.1e-05,0.000194,OK
15,0.002157,0.001366,0.000962,OK
18,0.018506,0.00093,0.000394,OK
21,0.147689,0.225605,0.004332,OK
24,1.24452,1.09813,0.003616,OK
27,11.1933,10.223,0.004296,OK
30,79.2967,79.7129,0.005794,OK
33,602.192,693.199,0.00705,OK
