12,0.000303,0.000320,0.000197,OK
15,0.002572,0.001351,0.00097,OK
18,0.018928,0.001147,0.000514,OK
21,0.143525,0.169921,0.003198,OK
24,1.2743,1.04356,0.003761,OK
27,9.40501,8.94417,0.003633,OK
30,78.5369,76.6257,0.007121,OK
33,626.332,700.912,0.005595,OK
